order_line_id,order_id,order_date,customer_id,delivery_place_id,product_id,product_description,product_type,quantity,uom,unit_price,currency
OL-001,ORD-2027-611540,2027-01-25,CUST-555884,DEL-80669879,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,72,m,8.9,EUR
OL-001,ORD-2027-871153,2027-01-10,CUST-787277,DEL-52018286,PROD-192837,Droxel 65W GaN Charger,Product,27,pcs,28.4,EUR
OL-001,ORD-2026-195629,13-12-2026,CUST-975136,DEL-42949803,PROD-271045,Vantec USB-C Hub 9-port,Product,62,pcs,34.5,EUR
OL-002,ORD-2026-251074,2026-12-21T08:36:00,CUST-922157,DEL-19863756,PROD-483921,Zoltrix 4K Display Module 27in,Product,19,pcs,189.99,EUR
OL-003,ORD-2026-888977,2026-12-13,CUST-585100,DEL-70445541,PROD-461829,Plonex Webcam 1080p Pro,Product,2,pcs,44.0,EUR
OL-001,ORD-2027-187336,2027-01-05,CUST-371782,DEL-45106207,PROD-192837,Droxel 65W GaN Charger,Product,76,pcs,28.4,EUR
OL-001,ORD-2027-759868,26/01/2027,CUST-585100,DEL-59115280,PROD-583047,Veltric UPS 600VA Tower,Product,74,pcs,78.6,EUR
OL-001,ORD-2026-225805,2026-12-03,CUST-287241,DEL-78333267,PROD-583047,Veltric UPS 600VA Tower,Product,17,pcs,78.6,EUR
OL-001,ORD-2027-619900,11/01/2027,CUST-563246,DEL-99826000,PROD-192837,Droxel 65W GaN Charger,Product,93,pcs,28.4,EUR
OL-002,ORD-2027-785572,2027-01-12,CUST-989545,DEL-15006085,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,83,pcs,112.5,EUR
OL-003,ORD-2027-199907,2027-01-15,CUST-333238,DEL-87507357,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,86,m,8.9,EUR
OL-002,ORD-2026-912863,02/12/2026,CUST-666390,DEL-70166480,PROD-639182,Blipcore Wireless Adapter AC1200,Product,43,pcs,22.8,EUR
OL-001,ORD-2027-287847,14/01/2027,CUST-559381,DEL-67279295,PROD-583047,Veltric UPS 600VA Tower,Product,46,pcs,78.6,EUR
OL-001,ORD-2026-827744,2026-12-15,CUST-975136,DEL-42949803,PROD-029384,Trimbit Docking Station 12-in-1,Product,10,pcs,89.9,EUR
OL-002,ORD-2026-665593,2026-12-03,CUST-922733,DEL-64414096,PROD-583047,Veltric UPS 600VA Tower,Product,34,pcs,78.6,EUR
OL-001,ORD-2026-909652,2026-12-21,CUST-627276,DEL-28208520,PROD-029384,Trimbit Docking Station 12-in-1,Product,18,pcs,89.9,EUR
OL-001,ORD-2026-276470,2026-11-23,CUST-787926,DEL-84797762,PROD-461829,Plonex Webcam 1080p Pro,Product,75,pcs,44.0,EUR
OL-001,ORD-2026-755843,2026-12-28,CUST-132938,DEL-68810561,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,79,pcs,67.0,EUR
OL-002,ORD-2027-516059,2027-01-15,CUST-559381,DEL-67279295,PROD-483921,Zoltrix 4K Display Module 27in,Product,79,pcs,189.99,EUR
OL-001,ORD-2027-491029,2027-01-30,CUST-972064,DEL-41250794,PROD-461829,Plonex Webcam 1080p Pro,Product,69,pcs,44.0,EUR
OL-002,ORD-2027-598940,2027-01-04,CUST-563246,DEL-45835371,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,99,pcs,112.5,EUR
OL-001,ORD-2027-134677,2027-01-31,CUST-814825,DEL-35583290,PROD-483921,Zoltrix 4K Display Module 27in,Product,91,pcs,189.99,EUR
OL-001,ORD-2027-291267,2027-02-09,CUST-660086,DEL-54250344,PROD-192837,Droxel 65W GaN Charger,Product,15,pcs,28.4,EUR
OL-001,ORD-2026-703171,2026-11-30,CUST-400850,DEL-37820354,PROD-271045,Vantec USB-C Hub 9-port,Product,80,pcs,34.5,EUR
OL-002,ORD-2026-878533,2026-12-06,CUST-960394,DEL-59304469,PROD-461829,Plonex Webcam 1080p Pro,Product,59,pcs,44.0,EUR
OL-002,ORD-2026-536135,2026-12-24,CUST-806073,DEL-33386929,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,28,pcs,112.5,EUR
OL-001,ORD-2027-785572,2027-01-12,CUST-989545,DEL-15006085,PROD-192837,Droxel 65W GaN Charger,Product,63,pcs,28.4,EUR
OL-001,ORD-2027-417003,2027-01-01,CUST-324643,DEL-81062902,PROD-271045,Vantec USB-C Hub 9-port,Product,48,pcs,34.5,EUR
OL-002,ORD-2026-892843,2026-12-22,CUST-989545,DEL-97550053,PROD-483921,Zoltrix 4K Display Module 27in,Product,35,pcs,189.99,EUR
OL-001,ORD-2026-249077,09-12-2026,CUST-771088,DEL-96911784,PROD-192837,Droxel 65W GaN Charger,Product,58,pcs,28.4,EUR
OL-003,ORD-2026-623058,2026-12-16,CUST-185965,DEL-64395532,PROD-461829,Plonex Webcam 1080p Pro,Product,92,pcs,44.0,EUR
OL-002,ORD-2026-613707,09-12-2026,CUST-444207,DEL-96057593,PROD-192837,Droxel 65W GaN Charger,Product,92,pcs,28.4,EUR
OL-001,ORD-2027-253672,20/01/2027,CUST-225710,DEL-43878996,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,12,pcs,112.5,EUR
OL-001,ORD-2026-251074,2026-12-21,CUST-922157,DEL-19863756,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,71,m,8.9,EUR
OL-002,ORD-2026-888977,2026-12-13,CUST-585100,DEL-70445541,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,68,pcs,112.5,EUR
OL-002,ORD-2026-661320,2026-11-30,CUST-972064,DEL-42542167,PROD-583047,Veltric UPS 600VA Tower,Product,86,pcs,78.6,EUR
OL-001,ORD-2026-200976,2026-12-19,CUST-520521,DEL-51936181,PROD-029384,Trimbit Docking Station 12-in-1,Product,79,pcs,89.9,EUR
OL-001,ORD-2027-332542,2027-01-23,CUST-148458,DEL-28419343,PROD-271045,Vantec USB-C Hub 9-port,Product,93,pcs,34.5,EUR
OL-001,ORD-2026-670792,2026-12-20,CUST-520521,DEL-60015814,PROD-639182,Blipcore Wireless Adapter AC1200,Product,47,pcs,22.8,EUR
OL-001,ORD-2026-506941,2026-12-13,CUST-946335,DEL-42560305,PROD-192837,Droxel 65W GaN Charger,Product,12,pcs,28.4,EUR
OL-001,ORD-2027-950576,2027-01-19,CUST-520521,DEL-85374852,PROD-271045,Vantec USB-C Hub 9-port,Product,87,pcs,34.5,EUR
OL-001,ORD-2026-819064,2026-12-27,CUST-266931,DEL-50045602,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,62,m,8.9,EUR
OL-002,ORD-2026-933206,2026-12-11,CUST-320281,DEL-65350347,PROD-483921,Zoltrix 4K Display Module 27in,Product,92,pcs,189.99,EUR
OL-001,ORD-2026-276358,2026-12-25,CUST-100599,DEL-56420476,PROD-461829,Plonex Webcam 1080p Pro,Product,55,pcs,44.0,EUR
OL-001,ORD-2026-772561,10/12/2026,CUST-288073,DEL-22097496,PROD-639182,Blipcore Wireless Adapter AC1200,Product,79,pcs,22.8,EUR
OL-002,ORD-2026-907921,2026-12-04,CUST-666390,DEL-70166480,PROD-583047,Veltric UPS 600VA Tower,Product,38,pcs,78.6,EUR
OL-001,ORD-2027-238948,2027-01-22,CUST-288073,DEL-22097496,PROD-483921,Zoltrix 4K Display Module 27in,Product,54,pcs,189.99,EUR
OL-002,ORD-2026-336047,2026-12-21,CUST-183667,DEL-45859307,PROD-192837,Droxel 65W GaN Charger,Product,100,pcs,28.4,EUR
OL-001,ORD-2026-110771,2026-12-15,CUST-143860,DEL-28012011,PROD-271045,Vantec USB-C Hub 9-port,Product,78,pcs,34.5,EUR
OL-001,ORD-2026-570616,2026-12-27,CUST-806073,DEL-33386929,PROD-271045,Vantec USB-C Hub 9-port,Product,24,pcs,34.5,EUR
OL-001,ORD-2026-753050,2026-12-25,CUST-571029,DEL-95618110,PROD-639182,Blipcore Wireless Adapter AC1200,Product,66,pcs,22.8,EUR
OL-003,ORD-2026-336047,21/12/2026,CUST-183667,DEL-45859307,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,88,pcs,112.5,EUR
OL-001,ORD-2026-196973,2026-12-28,CUST-989545,DEL-53106399,PROD-483921,Zoltrix 4K Display Module 27in,Product,75,pcs,189.99,EUR
OL-002,ORD-2026-429119,2026-12-30,CUST-787277,DEL-52018286,PROD-192837,Droxel 65W GaN Charger,Product,88,pcs,28.4,EUR
OL-001,ORD-2027-351742,19 Jan 2027,CUST-738551,DEL-16917129,PROD-271045,Vantec USB-C Hub 9-port,Product,27,pcs,34.5,EUR
OL-002,ORD-2027-887931,2027-02-11,CUST-288073,DEL-36950221,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,7,pcs,67.0,EUR
OL-002,ORD-2027-746036,2027-01-12,CUST-627276,DEL-88831486,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,90,pcs,67.0,EUR
OL-002,ORD-2027-384111,2027-01-01,CUST-454508,DEL-60576565,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,5,pcs,112.5,EUR
OL-001,ORD-2027-849941,2027-01-11,CUST-320281,DEL-80322629,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,20,m,8.9,EUR
OL-001,ORD-2026-440677,2026-11-30,CUST-960394,DEL-59304469,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,52,pcs,67.0,EUR
OL-001,ORD-2026-891662,2026-12-15,CUST-172132,DEL-31217198,PROD-483921,Zoltrix 4K Display Module 27in,Product,58,pcs,189.99,EUR
OL-002,ORD-2027-500567,2027-01-01T12:49:00,CUST-182627,DEL-46385762,PROD-583047,Veltric UPS 600VA Tower,Product,37,pcs,78.6,EUR
OL-003,ORD-2026-158936,2026-12-06,CUST-814825,DEL-73380266,PROD-192837,Droxel 65W GaN Charger,Product,68,pcs,28.4,EUR
OL-001,ORD-2026-121393,2026-12-28,CUST-922733,DEL-25759274,PROD-029384,Trimbit Docking Station 12-in-1,Product,49,pcs,89.9,EUR
OL-001,ORD-2026-717558,2026-12-15,CUST-888387,DEL-79654147,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,40,pcs,112.5,EUR
OL-002,ORD-2027-164454,2027-01-02,CUST-320281,DEL-65350347,PROD-639182,Blipcore Wireless Adapter AC1200,Product,81,pcs,22.8,EUR
OL-003,ORD-2027-226550,2027-01-12,CUST-741390,DEL-71851421,PROD-192837,Droxel 65W GaN Charger,Product,72,pcs,28.4,EUR
OL-003,ORD-2026-708502,2026-12-24,CUST-246413,DEL-97883261,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,39,pcs,67.0,EUR
OL-001,ORD-2027-549323,23 Jan 2027,CUST-806073,DEL-33386929,PROD-461829,Plonex Webcam 1080p Pro,Product,17,pcs,44.0,EUR
OL-002,ORD-2026-879746,2026-11-10,CUST-288073,DEL-22097496,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,90,pcs,67.0,EUR
OL-002,ORD-2026-258477,2026-12-19,CUST-585100,DEL-59115280,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,31,m,8.9,EUR
OL-001,ORD-2027-726121,2027-01-12,CUST-107540,DEL-68755000,PROD-483921,Zoltrix 4K Display Module 27in,Product,100,pcs,189.99,EUR
OL-001,ORD-2026-451936,2026-12-20,CUST-340174,DEL-76481885,PROD-271045,Vantec USB-C Hub 9-port,Product,29,pcs,34.5,EUR
OL-001,ORD-2026-712011,2026-11-15,CUST-400850,DEL-37820354,PROD-029384,Trimbit Docking Station 12-in-1,Product,60,pcs,89.9,EUR
OL-001,ORD-2027-952283,2027-01-16,CUST-731262,DEL-28761086,PROD-639182,Blipcore Wireless Adapter AC1200,Product,9,pcs,22.8,EUR
OL-001,ORD-2026-263690,2026-12-30,CUST-766563,DEL-63211150,PROD-192837,Droxel 65W GaN Charger,Product,47,pcs,28.4,EUR
OL-001,ORD-2026-888669,2026-12-11,CUST-666390,DEL-70166480,PROD-483921,Zoltrix 4K Display Module 27in,Product,58,pcs,189.99,EUR
OL-001,ORD-2027-894586,2027-01-16,CUST-960394,DEL-59304469,PROD-271045,Vantec USB-C Hub 9-port,Product,23,pcs,34.5,EUR
OL-001,ORD-2026-536135,2026-12-24,CUST-806073,DEL-33386929,PROD-461829,Plonex Webcam 1080p Pro,Product,45,pcs,44.0,EUR
OL-001,ORD-2027-510154,2027-01-03,CUST-585100,DEL-70445541,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,67,pcs,67.0,EUR
OL-002,ORD-2026-484945,2026-12-29,CUST-169403,DEL-70254091,PROD-461829,Plonex Webcam 1080p Pro,Product,3,pcs,44.0,EUR
OL-001,ORD-2026-712546,2026-12-02,CUST-922157,DEL-26937148,PROD-583047,Veltric UPS 600VA Tower,Product,73,pcs,78.6,EUR
OL-001,ORD-2026-730437,03-12-2026,CUST-262998,DEL-85686878,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,31,pcs,112.5,EUR
OL-002,ORD-2026-921861,2026-12-09,CUST-547470,DEL-60491958,PROD-639182,Blipcore Wireless Adapter AC1200,Product,33,pcs,22.8,EUR
OL-001,ORD-2026-284888,2026-12-03,CUST-454508,DEL-60576565,PROD-483921,Zoltrix 4K Display Module 27in,Product,7,pcs,189.99,EUR
OL-001,ORD-2027-405844,2027-01-05,CUST-526117,DEL-42194159,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,90,m,8.9,EUR
OL-001,ORD-2027-912323,04-02-2027,CUST-143860,DEL-24401654,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,26,pcs,112.5,EUR
OL-002,ORD-2027-211072,2027-01-16,CUST-246316,DEL-58518659,PROD-271045,Vantec USB-C Hub 9-port,Product,91,pcs,34.5,EUR
OL-001,ORD-2027-164664,2027-02-05,CUST-987204,DEL-41329612,PROD-639182,Blipcore Wireless Adapter AC1200,Product,26,pcs,22.8,EUR
OL-001,ORD-2027-500567,2027-01-01,CUST-182627,DEL-46385762,PROD-271045,Vantec USB-C Hub 9-port,Product,13,pcs,34.5,EUR
OL-003,ORD-2026-921861,2026-12-09,CUST-547470,DEL-60491958,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,74,m,8.9,EUR
OL-002,ORD-2027-823153,03-01-2027,CUST-989545,DEL-63283709,PROD-583047,Veltric UPS 600VA Tower,Product,10,pcs,78.6,EUR
OL-001,ORD-2027-680278,2027-01-12,CUST-373432,DEL-70152969,PROD-583047,Veltric UPS 600VA Tower,Product,85,pcs,78.6,EUR
OL-002,ORD-2027-261169,2027-01-22,CUST-806073,DEL-33386929,PROD-483921,Zoltrix 4K Display Module 27in,Product,79,pcs,189.99,EUR
OL-002,ORD-2026-567220,2026-12-30,CUST-989545,DEL-53106399,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,57,pcs,67.0,EUR
OL-002,ORD-2027-238948,2027-01-22,CUST-288073,DEL-22097496,PROD-639182,Blipcore Wireless Adapter AC1200,Product,62,pcs,22.8,EUR
OL-001,ORD-2026-832045,2026-12-13,CUST-958179,DEL-49597485,PROD-639182,Blipcore Wireless Adapter AC1200,Product,24,pcs,22.8,EUR
OL-001,ORD-2026-567220,2026-12-30,CUST-989545,DEL-53106399,PROD-271045,Vantec USB-C Hub 9-port,Product,95,pcs,34.5,EUR
OL-001,ORD-2027-336540,2027-01-06,CUST-181247,DEL-35140847,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,51,m,8.9,EUR
OL-001,ORD-2027-138842,16/01/2027,CUST-515011,DEL-29834119,PROD-483921,Zoltrix 4K Display Module 27in,Product,93,pcs,189.99,EUR
OL-002,ORD-2026-817956,21/12/2026,CUST-771088,DEL-20200074,PROD-029384,Trimbit Docking Station 12-in-1,Product,73,pcs,89.9,EUR
OL-001,ORD-2027-804299,21-01-2027,CUST-262316,DEL-64877191,PROD-271045,Vantec USB-C Hub 9-port,Product,31,pcs,34.5,EUR
OL-003,ORD-2026-570988,2026-12-18,CUST-863587,DEL-95318289,PROD-583047,Veltric UPS 600VA Tower,Product,40,pcs,78.6,EUR
OL-001,ORD-2026-713886,2026-12-14,CUST-960394,DEL-20593403,PROD-461829,Plonex Webcam 1080p Pro,Product,53,pcs,44.0,EUR
OL-001,ORD-2026-911152,2026-11-30,CUST-400850,DEL-60961690,PROD-639182,Blipcore Wireless Adapter AC1200,Product,43,pcs,22.8,EUR
OL-003,ORD-2026-713886,2026-12-14,CUST-960394,DEL-20593403,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,76,pcs,112.5,EUR
OL-001,ORD-2026-445852,2026-12-27,CUST-233470,DEL-75746104,PROD-583047,Veltric UPS 600VA Tower,Product,66,pcs,78.6,EUR
OL-001,ORD-2027-339513,2027-01-22,CUST-571029,DEL-32814819,PROD-639182,Blipcore Wireless Adapter AC1200,Product,28,pcs,22.8,EUR
OL-002,ORD-2027-776748,2027-02-08,CUST-266931,DEL-80980044,PROD-583047,Veltric UPS 600VA Tower,Product,40,pcs,78.6,EUR
OL-003,ORD-2026-412974,2026-12-25,CUST-340174,DEL-86745380,PROD-583047,Veltric UPS 600VA Tower,Product,36,pcs,78.6,EUR
OL-002,ORD-2026-319984,2026-11-16,CUST-400850,DEL-60961690,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,55,m,8.9,EUR
OL-002,ORD-2026-855299,19/12/2026,CUST-371782,DEL-45106207,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,65,m,8.9,EUR
OL-001,ORD-2027-921533,08-01-2027,CUST-617488,DEL-60557040,PROD-029384,Trimbit Docking Station 12-in-1,Product,99,pcs,89.9,EUR
OL-001,ORD-2027-866151,2027-01-16,CUST-571029,DEL-32814819,PROD-483921,Zoltrix 4K Display Module 27in,Product,97,pcs,189.99,EUR
OL-001,ORD-2027-828205,13/01/2027,CUST-185965,DEL-64395532,PROD-029384,Trimbit Docking Station 12-in-1,Product,61,pcs,89.9,EUR
OL-001,ORD-2027-296653,2027-01-17,CUST-891952,DEL-73280554,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,28,pcs,112.5,EUR
OL-002,ORD-2027-695225,11/01/2027,CUST-888387,DEL-87342561,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,63,pcs,67.0,EUR
OL-002,ORD-2026-961599,2026-12-21,CUST-107540,DEL-68755000,PROD-029384,Trimbit Docking Station 12-in-1,Product,23,pcs,89.9,EUR
OL-001,ORD-2026-537503,2026-11-17T08:04:00,CUST-329471,DEL-85383550,PROD-192837,Droxel 65W GaN Charger,Product,86,pcs,28.4,EUR
OL-002,ORD-2027-672255,2027-01-02,CUST-266931,DEL-80980044,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,19,pcs,67.0,EUR
OL-002,ORD-2026-753050,2026-12-25,CUST-571029,DEL-95618110,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,16,pcs,112.5,EUR
OL-002,ORD-2026-825104,2026-11-19,CUST-656932,DEL-20071854,PROD-461829,Plonex Webcam 1080p Pro,Product,47,pcs,44.0,EUR
OL-002,ORD-2026-903726,2026-12-15,CUST-790993,DEL-77493234,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,47,pcs,67.0,EUR
OL-002,ORD-2027-326665,2027-01-26,CUST-454508,DEL-83319550,PROD-639182,Blipcore Wireless Adapter AC1200,Product,46,pcs,22.8,EUR
OL-001,ORD-2027-169832,23/01/2027,CUST-181247,DEL-35140847,PROD-192837,Droxel 65W GaN Charger,Product,14,pcs,28.4,EUR
OL-002,ORD-2026-898100,2026-12-19,CUST-454508,DEL-60576565,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,27,pcs,67.0,EUR
OL-003,ORD-2027-626725,20/01/2027,CUST-456778,DEL-35649468,PROD-639182,Blipcore Wireless Adapter AC1200,Product,29,pcs,22.8,EUR
OL-003,ORD-2026-454877,2026-12-01,CUST-148458,DEL-28419343,PROD-639182,Blipcore Wireless Adapter AC1200,Product,19,pcs,22.8,EUR
OL-002,ORD-2026-170953,2026-12-06,CUST-656932,DEL-20071854,PROD-271045,Vantec USB-C Hub 9-port,Product,16,pcs,34.5,EUR
OL-001,ORD-2026-616096,2026-11-13,CUST-563246,DEL-45105069,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,85,pcs,67.0,EUR
OL-002,ORD-2027-351742,2027-01-19,CUST-738551,DEL-16917129,PROD-483921,Zoltrix 4K Display Module 27in,Product,100,pcs,189.99,EUR
OL-002,ORD-2027-405759,2027-01-23,CUST-176819,DEL-74251933,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,64,pcs,67.0,EUR
OL-001,ORD-2026-296284,2026-12-03,CUST-371782,DEL-45106207,PROD-639182,Blipcore Wireless Adapter AC1200,Product,11,pcs,22.8,EUR
OL-001,ORD-2027-776748,2027-02-08,CUST-266931,DEL-80980044,PROD-483921,Zoltrix 4K Display Module 27in,Product,33,pcs,189.99,EUR
OL-001,ORD-2026-834312,2026-12-25,CUST-320281,DEL-65350347,PROD-029384,Trimbit Docking Station 12-in-1,Product,70,pcs,89.9,EUR
OL-002,ORD-2027-771425,11-01-2027,CUST-571029,DEL-95618110,PROD-483921,Zoltrix 4K Display Module 27in,Product,85,pcs,189.99,EUR
OL-001,ORD-2027-882692,2027-01-21,CUST-262998,DEL-85686878,PROD-192837,Droxel 65W GaN Charger,Product,41,pcs,28.4,EUR
OL-001,ORD-2027-824038,2027-01-08,CUST-992697,DEL-16530784,PROD-639182,Blipcore Wireless Adapter AC1200,Product,94,pcs,22.8,EUR
OL-002,ORD-2027-183057,2027-01-03,CUST-660086,DEL-58841557,PROD-461829,Plonex Webcam 1080p Pro,Product,79,pcs,44.0,EUR
OL-001,ORD-2027-376085,2027-01-27,CUST-838797,DEL-26297533,PROD-029384,Trimbit Docking Station 12-in-1,Product,29,pcs,89.9,EUR
OL-003,ORD-2026-162241,2026-11-22,CUST-771088,DEL-96911784,PROD-192837,Droxel 65W GaN Charger,Product,38,pcs,28.4,EUR
OL-001,ORD-2027-123107,2027-02-04,CUST-820892,DEL-20607151,PROD-461829,Plonex Webcam 1080p Pro,Product,83,pcs,44.0,EUR
OL-002,ORD-2027-226550,12/01/2027,CUST-741390,DEL-71851421,PROD-029384,Trimbit Docking Station 12-in-1,Product,99,pcs,89.9,EUR
OL-002,ORD-2027-325465,2027-01-02,CUST-526117,DEL-42194159,PROD-271045,Vantec USB-C Hub 9-port,Product,46,pcs,34.5,EUR
OL-001,ORD-2027-431414,2027-01-03,CUST-288073,DEL-36950221,PROD-029384,Trimbit Docking Station 12-in-1,Product,96,pcs,89.9,EUR
OL-001,ORD-2027-508422,2027-02-06,CUST-666390,DEL-77624084,PROD-271045,Vantec USB-C Hub 9-port,Product,83,pcs,34.5,EUR
OL-001,ORD-2027-676289,2027-01-07,CUST-148458,DEL-76757928,PROD-461829,Plonex Webcam 1080p Pro,Product,45,pcs,44.0,EUR
OL-001,ORD-2027-645980,2027-01-28,CUST-820892,DEL-20607151,PROD-483921,Zoltrix 4K Display Module 27in,Product,88,pcs,189.99,EUR
OL-002,ORD-2026-648684,2026-12-28,CUST-181247,DEL-67611469,PROD-029384,Trimbit Docking Station 12-in-1,Product,19,pcs,89.9,EUR
OL-003,ORD-2027-280077,2027-01-20,CUST-371782,DEL-45000508,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,39,pcs,112.5,EUR
OL-001,ORD-2026-507652,2026-12-30,CUST-515011,DEL-29834119,PROD-461829,Plonex Webcam 1080p Pro,Product,83,pcs,44.0,EUR
OL-001,ORD-2027-653971,2027-02-08,CUST-741390,DEL-42981324,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,74,pcs,112.5,EUR
OL-002,ORD-2027-342716,2027-01-14,CUST-526117,DEL-37888820,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,13,m,8.9,EUR
OL-001,ORD-2027-170835,2027-01-31,CUST-787277,DEL-52018286,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,41,pcs,67.0,EUR
OL-001,ORD-2027-365978,2027-02-01,CUST-333238,DEL-87507357,PROD-583047,Veltric UPS 600VA Tower,Product,51,pcs,78.6,EUR
OL-003,ORD-2027-398090,07/02/2027,CUST-738551,DEL-16917129,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,20,m,8.9,EUR
OL-001,ORD-2027-299451,2027-02-01,CUST-246316,DEL-33173544,PROD-029384,Trimbit Docking Station 12-in-1,Product,40,pcs,89.9,EUR
OL-002,ORD-2026-195629,2026-12-13,CUST-975136,DEL-42949803,PROD-483921,Zoltrix 4K Display Module 27in,Product,76,pcs,189.99,EUR
OL-001,ORD-2026-962520,2026-12-22,CUST-814825,DEL-49172995,PROD-639182,Blipcore Wireless Adapter AC1200,Product,94,pcs,22.8,EUR
OL-002,ORD-2027-299451,2027-02-01,CUST-246316,DEL-33173544,PROD-461829,Plonex Webcam 1080p Pro,Product,19,pcs,44.0,EUR
OL-001,ORD-2026-464158,2026-12-27,CUST-103717,DEL-41711468,PROD-639182,Blipcore Wireless Adapter AC1200,Product,16,pcs,22.8,EUR
OL-002,ORD-2027-817318,20 Jan 2027,CUST-515011,DEL-65426567,PROD-639182,Blipcore Wireless Adapter AC1200,Product,76,pcs,22.8,EUR
OL-001,ORD-2026-836333,2026-12-20,CUST-329471,DEL-85383550,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,52,pcs,112.5,EUR
OL-001,ORD-2026-798359,2026-12-24,CUST-617488,DEL-27307598,PROD-029384,Trimbit Docking Station 12-in-1,Product,50,pcs,89.9,EUR
OL-001,ORD-2027-384111,2027-01-01,CUST-454508,DEL-60576565,PROD-029384,Trimbit Docking Station 12-in-1,Product,23,pcs,89.9,EUR
OL-003,ORD-2027-253672,20-01-2027,CUST-225710,DEL-43878996,PROD-271045,Vantec USB-C Hub 9-port,Product,58,pcs,34.5,EUR
OL-001,ORD-2027-200932,2027-01-21,CUST-444207,DEL-96057593,PROD-271045,Vantec USB-C Hub 9-port,Product,23,pcs,34.5,EUR
OL-001,ORD-2027-325465,2027-01-02,CUST-526117,DEL-42194159,PROD-639182,Blipcore Wireless Adapter AC1200,Product,92,pcs,22.8,EUR
OL-001,ORD-2027-717499,2027-01-04,CUST-182627,DEL-46385762,PROD-029384,Trimbit Docking Station 12-in-1,Product,3,pcs,89.9,EUR
OL-002,ORD-2026-326037,24/12/2026,CUST-333238,DEL-87507357,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,19,pcs,112.5,EUR
OL-001,ORD-2026-827213,2026-12-24,CUST-571029,DEL-32814819,PROD-192837,Droxel 65W GaN Charger,Product,14,pcs,28.4,EUR
OL-003,ORD-2026-390848,2026-11-15,CUST-185965,DEL-95462880,PROD-483921,Zoltrix 4K Display Module 27in,Product,72,pcs,189.99,EUR
OL-001,ORD-2027-626199,2027-01-12,CUST-766563,DEL-60319927,PROD-639182,Blipcore Wireless Adapter AC1200,Product,62,pcs,22.8,EUR
OL-003,ORD-2027-335765,27-01-2027,CUST-771088,DEL-20200074,PROD-029384,Trimbit Docking Station 12-in-1,Product,66,pcs,89.9,EUR
OL-003,ORD-2026-252203,2026-11-29,CUST-863587,DEL-95318289,PROD-564738,Fomex Cat8 Patch Cable 3m,Product,41,m,8.9,EUR
OL-003,ORD-2026-943706,2026-12-22,CUST-547470,DEL-60491958,PROD-738291,Quorvex 2TB NVMe SSD M.2,Product,11,pcs,112.5,EUR
OL-001,ORD-2026-618382,2026-12-01,CUST-148458,DEL-76757928,PROD-483921,Zoltrix 4K Display Module 27in,Product,85,pcs,189.99,EUR
OL-002,ORD-2027-849941,2027-01-11,CUST-320281,DEL-80322629,PROD-847263,Nexboard Mechanical Keyboard TKL,Product,68,pcs,67.0,EUR
